Game,PromptType,Round,AgentName,Contribution,RoundPayoff,CumulativePayoff,CollaborationScore
12,Peacemaker,2,Agent_4,6,12.25,24.75,
12,Odyssey,3,Agent_1,4,13.88,38.62,
12,Soup,3,Agent_2,5,12.88,38.62,
12,OldManSons,3,Agent_3,5,12.88,38.62,
12,Peacemaker,3,Agent_4,7,10.88,35.62,
12,Odyssey,4,Agent_1,3,14.88,53.50,
12,Soup,4,Agent_2,5,12.88,51.50,
12,OldManSons,4,Agent_3,5,12.88,51.50,
12,Peacemaker,4,Agent_4,8,9.88,45.50,
12,Odyssey,5,Agent_1,2,15.88,69.38,
12,Soup,5,Agent_2,5,12.88,64.38,
12,OldManSons,5,Agent_3,5,12.88,64.38,
12,Peacemaker,5,Agent_4,9,8.88,54.38,
12,All,final,All,,,,0.53
13,Spoons,1,Agent_1,5,12.50,12.50,
13,Peacemaker,1,Agent_2,5,12.50,12.50,
13,Soup,1,Agent_3,5,12.50,12.50,
13,Teamwork,1,Agent_4,5,12.50,12.50,
13,Spoons,2,Agent_1,5,12.88,25.38,
13,Peacemaker,2,Agent_2,5,12.88,25.38,
13,Soup,2,Agent_3,6,11.88,24.38,
13,Teamwork,2,Agent_4,5,12.88,25.38,
13,Spoons,3,Agent_1,5,13.25,38.62,
13,Peacemaker,3,Agent_2,5,13.25,38.62,
13,Soup,3,Agent_3,7,11.25,35.62,
13,Teamwork,3,Agent_4,5,13.25,38.62,
13,Spoons,4,Agent_1,5,13.62,52.25,
13,Peacemaker,4,Agent_2,5,13.62,52.25,
13,Soup,4,Agent_3,8,10.62,46.25,
13,Teamwork,4,Agent_4,5,13.62,52.25,
13,Spoons,5,Agent_1,5,14.00,66.25,
13,Peacemaker,5,Agent_2,5,14.00,66.25,
13,Soup,5,Agent_3,9,10.00,56.25,
13,Teamwork,5,Agent_4,5,14.00,66.25,
13,All,final,All,,,,0.55
14,Musketeers,1,Agent_1,5,12.50,12.50,
14,Odyssey,1,Agent_2,5,12.50,12.50,
14,OldManSons,1,Agent_3,5,12.50,12.50,
14,Soup,1,Agent_4,5,12.50,12.50,
14,Musketeers,2,Agent_1,5,12.50,25.00,
14,Odyssey,2,Agent_2,5,12.50,25.00,
14,OldManSons,2,Agent_3,5,12.50,25.00,
14,Soup,2,Agent_4,5,12.50,25.00,
14,Musketeers,3,Agent_1,5,12.50,37.50,
14,Odyssey,3,Agent_2,5,12.50,37.50,
14,OldManSons,3,Agent_3,5,12.50,37.50,
14,Soup,3,Agent_4,5,12.50,37.50,
14,Musketeers,4,Agent_1,5,12.50,50.00,
14,Odyssey,4,Agent_2,5,12.50,50.00,
14,OldManSons,4,Agent_3,5,12.50,50.00,
14,Soup,4,Agent_4,5,12.50,50.00,
14,Musketeers,5,Agent_1,5,12.50,62.50,
14,Odyssey,5,Agent_2,5,12.50,62.50,
14,OldManSons,5,Agent_3,5,12.50,62.50,
14,Soup,5,Agent_4,5,12.50,62.50,
14,All,final,All,,,,0.50
15,Turnip,1,Agent_1,5,14.38,14.38,
15,Spoons,1,Agent_2,5,14.38,14.38,
15,OldManSons,1,Agent_3,10,9.38,9.38,
15,Teamwork,1,Agent_4,5,14.38,14.38,
15,Turnip,2,Agent_1,5,14.75,29.12,
15,Spoons,2,Agent_2,6,13.75,28.12,
15,OldManSons,2,Agent_3,10,9.75,19.12,
15,Teamwork,2,Agent_4,5,14.75,29.12,
15,Turnip,3,Agent_1,5,15.12,44.25,
15,Spoons,3,Agent_2,7,13.12,41.25,
15,OldManSons,3,Agent_3,10,10.12,29.25,
15,Teamwork,3,Agent_4,5,15.12,44.25,
15,Turnip,4,Agent_1,5,15.50,59.75,
15,Spoons,4,Agent_2,8,12.50,53.75,
15,OldManSons,4,Agent_3,10,10.50,39.75,
15,Teamwork,4,Agent_4,5,15.50,59.75,
15,Turnip,5,Agent_1,5,15.88,75.62,
15,Spoons,5,Agent_2,9,11.88,65.62,
15,OldManSons,5,Agent_3,10,10.88,50.62,
15,Teamwork,5,Agent_4,5,15.88,75.62,
15,All,final,All,,,,0.68
16,Musketeers,1,Agent_1,5,12.50,12.50,
16,OldManSons,1,Agent_2,5,12.50,12.50,
16,Peacemaker,1,Agent_3,5,12.50,12.50,
16,Soup,1,Agent_4,5,12.50,12.50,
16,Musketeers,2,Agent_1,6,12.25,24.75,
16,OldManSons,2,Agent_2,5,13.25,25.75,
16,Peacemaker,2,Agent_3,5,13.25,25.75,
16,Soup,2,Agent_4,6,12.25,24.75,
16,Musketeers,3,Agent_1,7,12.00,36.75,
16,OldManSons,3,Agent_2,5,14.00,39.75,
16,Peacemaker,3,Agent_3,5,14.00,39.75,
16,Soup,3,Agent_4,7,12.00,36.75,
16,Musketeers,4,Agent_1,8,11.75,48.50,
16,OldManSons,4,Agent_2,5,14.75,54.50,
16,Peacemaker,4,Agent_3,5,14.75,54.50,
16,Soup,4,Agent_4,8,11.75,48.50,
16,Musketeers,5,Agent_1,9,11.50,60.00,
16,OldManSons,5,Agent_2,5,15.50,70.00,
16,Peacemaker,5,Agent_3,5,15.50,70.00,
16,Soup,5,Agent_4,9,11.50,60.00,
16,All,final,All,,,,0.60
17,Spoons,1,Agent_1,5,12.50,12.50,
17,Musketeers,1,Agent_2,5,12.50,12.50,
17,Teamwork,1,Agent_3,5,12.50,12.50,
17,Odyssey,1,Agent_4,5,12.50,12.50,
17,Spoons,2,Agent_1,6,12.25,24.75,
17,Musketeers,2,Agent_2,5,13.25,25.75,
17,Teamwork,2,Agent_3,5,13.25,25.75,
17,Odyssey,2,Agent_4,6,12.25,24.75,
17,Spoons,3,Agent_1,7,12.00,36.75,
17,Musketeers,3,Agent_2,5,14.00,39.75,
17,Teamwork,3,Agent_3,5,14.00,39.75,
17,Odyssey,3,Agent_4,7,12.00,36.75,
17,Spoons,4,Agent_1,8,11.75,48.50,
17,Musketeers,4,Agent_2,5,14.75,54.50,
17,Teamwork,4,Agent_3,5,14.75,54.50,
17,Odyssey,4,Agent_4,8,11.75,48.50,
17,Spoons,5,Agent_1,9,11.50,60.00,
17,Musketeers,5,Agent_2,5,15.50,70.00,
17,Teamwork,5,Agent_3,5,15.50,70.00,
17,Odyssey,5,Agent_4,9,11.50,60.00,
17,All,final,All,,,,0.60
18,Musketeers,1,Agent_1,5,11.75,11.75,
18,Peacemaker,1,Agent_2,5,11.75,11.75,
18,Soup,1,Agent_3,5,11.75,11.75,
18,Turnip,1,Agent_4,3,13.75,13.75,
18,Musketeers,2,Agent_1,6,11.50,23.25,
18,Peacemaker,2,Agent_2,5,12.50,24.25,
18,Soup,2,Agent_3,5,12.50,24.25,
18,Turnip,2,Agent_4,4,13.50,27.25,
18,Musketeers,3,Agent_1,7,11.25,34.50,
18,Peacemaker,3,Agent_2,5,13.25,37.50,
18,Soup,3,Agent_3,5,13.25,37.50,
18,Turnip,3,Agent_4,5,13.25,40.50,
18,Musketeers,4,Agent_1,8,11.00,45.50,
18,Peacemaker,4,Agent_2,5,14.00,51.50,
18,Soup,4,Agent_3,5,14.00,51.50,
18,Turnip,4,Agent_4,6,13.00,53.50,
18,Musketeers,5,Agent_1,9,10.75,56.25,
18,Peacemaker,5,Agent_2,5,14.75,66.25,
18,Soup,5,Agent_3,5,14.75,66.25,
18,Turnip,5,Agent_4,7,12.75,66.25,
18,All,final,All,,,,0.55
19,Peacemaker,1,Agent_1,5,12.88,12.88,
19,Soup,1,Agent_2,6,11.88,11.88,
19,Turnip,1,Agent_3,5,12.88,12.88,
19,Musketeers,1,Agent_4,5,12.88,12.88,
19,Peacemaker,2,Agent_1,5,13.25,26.12,
19,Soup,2,Agent_2,7,11.25,23.12,
19,Turnip,2,Agent_3,5,13.25,26.12,
19,Musketeers,2,Agent_4,5,13.25,26.12,
19,Peacemaker,3,Agent_1,5,13.62,39.75,
19,Soup,3,Agent_2,8,10.62,33.75,
19,Turnip,3,Agent_3,5,13.62,39.75,
19,Musketeers,3,Agent_4,5,13.62,39.75,
19,Peacemaker,4,Agent_1,5,14.00,53.75,
19,Soup,4,Agent_2,9,10.00,43.75,
19,Turnip,4,Agent_3,5,14.00,53.75,
19,Musketeers,4,Agent_4,5,14.00,53.75,
19,Peacemaker,5,Agent_1,5,14.38,68.12,
19,Soup,5,Agent_2,10,9.38,53.12,
19,Turnip,5,Agent_3,5,14.38,68.12,
19,Musketeers,5,Agent_4,5,14.38,68.12,
19,All,final,All,,,,0.57
20,Teamwork,1,Agent_1,5,12.50,12.50,
20,Odyssey,1,Agent_2,5,12.50,12.50,
20,Musketeers,1,Agent_3,5,12.50,12.50,
20,Peacemaker,1,Agent_4,5,12.50,12.50,
20,Teamwork,2,Agent_1,5,12.50,25.00,
20,Odyssey,2,Agent_2,5,12.50,25.00,
20,Musketeers,2,Agent_3,5,12.50,25.00,
20,Peacemaker,2,Agent_4,5,12.50,25.00,
20,Teamwork,3,Agent_1,5,12.50,37.50,
20,Odyssey,3,Agent_2,5,12.50,37.50,
20,Musketeers,3,Agent_3,5,12.50,37.50,
20,Peacemaker,3,Agent_4,5,12.50,37.50,
20,Teamwork,4,Agent_1,5,12.50,50.00,
20,Odyssey,4,Agent_2,5,12.50,50.00,
20,Musketeers,4,Agent_3,5,12.50,50.00,
20,Peacemaker,4,Agent_4,5,12.50,50.00,
20,Teamwork,5,Agent_1,5,12.50,62.50,
20,Odyssey,5,Agent_2,5,12.50,62.50,
20,Musketeers,5,Agent_3,5,12.50,62.50,
20,Peacemaker,5,Agent_4,5,12.50,62.50,
20,All,final,All,,,,0.50
21,Soup,1,Agent_1,3,13.00,13.00,
21,Teamwork,1,Agent_2,5,11.00,11.00,
21,Turnip,1,Agent_3,3,13.00,13.00,
21,Spoons,1,Agent_4,5,11.00,11.00,
21,Soup,2,Agent_1,4,12.75,25.75,
21,Teamwork,2,Agent_2,5,11.75,22.75,
21,Turnip,2,Agent_3,4,12.75,25.75,
21,Spoons,2,Agent_4,5,11.75,22.75,
21,Soup,3,Agent_1,5,11.38,37.12,
21,Teamwork,3,Agent_2,5,11.38,34.12,
21,Turnip,3,Agent_3,2,14.38,40.12,
21,Spoons,3,Agent_4,5,11.38,34.12,
21,Soup,4,Agent_1,6,11.88,49.00,
21,Teamwork,4,Agent_2,5,12.88,47.00,
21,Turnip,4,Agent_3,5,12.88,53.00,
21,Spoons,4,Agent_4,5,12.88,47.00,
21,Soup,5,Agent_1,7,10.50,59.50,
21,Teamwork,5,Agent_2,5,12.50,59.50,
21,Turnip,5,Agent_3,3,14.50,67.50,
21,Spoons,5,Agent_4,5,12.50,59.50,
21,All,final,All,,,,0.46
22,Teamwork,1,Agent_1,5,12.50,12.50,
22,Musketeers,1,Agent_2,5,12.50,12.50,
22,Turnip,1,Agent_3,5,12.50,12.50,
22,Odyssey,1,Agent_4,5,12.50,12.50,
22,Teamwork,2,Agent_1,5,13.25,25.75,
22,Musketeers,2,Agent_2,6,12.25,24.75,
22,Turnip,2,Agent_3,5,13.25,25.75,
22,Odyssey,2,Agent_4,6,12.25,24.75,
22,Teamwork,3,Agent_1,5,13.25,39.00,
22,Musketeers,3,Agent_2,7,11.25,36.00,
22,Turnip,3,Agent_3,6,12.25,38.00,
22,Odyssey,3,Agent_4,4,14.25,39.00,
22,Teamwork,4,Agent_1,5,13.62,52.62,
22,Musketeers,4,Agent_2,8,10.62,46.62,
22,Turnip,4,Agent_3,7,11.62,49.62,
22,Odyssey,4,Agent_4,3,15.62,54.62,
22,Teamwork,5,Agent_1,5,14.00,66.62,
22,Musketeers,5,Agent_2,9,10.00,56.62,
22,Turnip,5,Agent_3,8,11.00,60.62,
22,Odyssey,5,Agent_4,2,17.00,71.62,
22,All,final,All,,,,0.56
23,OldManSons,1,Agent_1,5,12.50,12.50,
23,Spoons,1,Agent_2,5,12.50,12.50,
23,Teamwork,1,Agent_3,5,12.50,12.50,
23,Turnip,1,Agent_4,5,12.50,12.50,
23,OldManSons,2,Agent_1,5,12.88,25.38,
23,Spoons,2,Agent_2,5,12.88,25.38,
23,Teamwork,2,Agent_3,6,11.88,24.38,
23,Turnip,2,Agent_4,5,12.88,25.38,
23,OldManSons,3,Agent_1,5,12.50,37.88,
23,Spoons,3,Agent_2,5,12.50,37.88,
23,Teamwork,3,Agent_3,5,12.50,36.88,
23,Turnip,3,Agent_4,5,12.50,37.88,
23,OldManSons,4,Agent_1,5,12.88,50.75,
23,Spoons,4,Agent_2,5,12.88,50.75,
23,Teamwork,4,Agent_3,6,11.88,48.75,
23,Turnip,4,Agent_4,5,12.88,50.75,
23,OldManSons,5,Agent_1,5,12.50,63.25,
23,Spoons,5,Agent_2,5,12.50,63.25,
23,Teamwork,5,Agent_3,5,12.50,61.25,
23,Turnip,5,Agent_4,5,12.50,63.25,
23,All,final,All,,,,0.51
24,Musketeers,1,Agent_1,5,11.75,11.75,
24,Spoons,1,Agent_2,5,11.75,11.75,
24,Turnip,1,Agent_3,3,13.75,13.75,
24,Odyssey,1,Agent_4,5,11.75,11.75,
24,Musketeers,2,Agent_1,5,12.12,23.88,
24,Spoons,2,Agent_2,5,12.12,23.88,
24,Turnip,2,Agent_3,4,13.12,26.88,
24,Odyssey,2,Agent_4,5,12.12,23.88,
24,Musketeers,3,Agent_1,5,12.50,36.38,
24,Spoons,3,Agent_2,5,12.50,36.38,
24,Turnip,3,Agent_3,5,12.50,39.38,
24,Odyssey,3,Agent_4,5,12.50,36.38,
24,Musketeers,4,Agent_1,5,12.88,49.25,
24,Spoons,4,Agent_2,5,12.88,49.25,
24,Turnip,4,Agent_3,6,11.88,51.25,
24,Odyssey,4,Agent_4,5,12.88,49.25,
24,Musketeers,5,Agent_1,5,13.25,62.50,
24,Spoons,5,Agent_2,5,13.25,62.50,
24,Turnip,5,Agent_3,7,11.25,62.50,
24,Odyssey,5,Agent_4,5,13.25,62.50,
24,All,final,All,,,,0.50
25,Musketeers,1,Agent_1,5,11.38,11.38,
25,Soup,1,Agent_2,3,13.38,13.38,
25,OldManSons,1,Agent_3,3,13.38,13.38,
25,Peacemaker,1,Agent_4,6,10.38,10.38,
25,Musketeers,2,Agent_1,5,12.50,23.88,
25,Soup,2,Agent_2,4,13.50,26.88,
25,OldManSons,2,Agent_3,4,13.50,26.88,
25,Peacemaker,2,Agent_4,7,10.50,20.88,
25,Musketeers,3,Agent_1,5,13.62,37.50,
25,Soup,3,Agent_2,5,13.62,40.50,
25,OldManSons,3,Agent_3,5,13.62,40.50,
25,Peacemaker,3,Agent_4,8,10.62,31.50,
25,Musketeers,4,Agent_1,5,14.75,52.25,
25,Soup,4,Agent_2,6,13.75,54.25,
25,OldManSons,4,Agent_3,6,13.75,54.25,
25,Peacemaker,4,Agent_4,9,10.75,42.25,
25,Musketeers,5,Agent_1,5,15.88,68.12,
25,Soup,5,Agent_2,7,13.88,68.12,
25,OldManSons,5,Agent_3,7,13.88,68.12,
25,Peacemaker,5,Agent_4,10,10.88,53.12,
25,All,final,All,,,,0.57
26,Musketeers,1,Agent_1,5,12.50,12.50,
26,Odyssey,1,Agent_2,5,12.50,12.50,
26,Spoons,1,Agent_3,5,12.50,12.50,
26,Peacemaker,1,Agent_4,5,12.50,12.50,
26,Musketeers,2,Agent_1,5,12.88,25.38,
26,Odyssey,2,Agent_2,6,11.88,24.38,
26,Spoons,2,Agent_3,5,12.88,25.38,
26,Peacemaker,2,Agent_4,5,12.88,25.38,
