Game,PromptType,Round,AgentName,Contribution,RoundPayoff,CumulativePayoff,CollaborationScore
6,Musketeers,4,Agent_1,5,12.50,50.00,
6,Musketeers,4,Agent_2,5,12.50,50.00,
6,Musketeers,4,Agent_3,5,12.50,50.00,
6,Musketeers,4,Agent_4,5,12.50,50.00,
6,Musketeers,5,Agent_1,5,12.50,62.50,
6,Musketeers,5,Agent_2,5,12.50,62.50,
6,Musketeers,5,Agent_3,5,12.50,62.50,
6,Musketeers,5,Agent_4,5,12.50,62.50,
6,Musketeers,final,All,,,,0.50
7,Musketeers,1,Agent_1,5,12.50,12.50,
7,Musketeers,1,Agent_2,5,12.50,12.50,
7,Musketeers,1,Agent_3,5,12.50,12.50,
7,Musketeers,1,Agent_4,5,12.50,12.50,
7,Musketeers,2,Agent_1,5,12.88,25.38,
7,Musketeers,2,Agent_2,5,12.88,25.38,
7,Musketeers,2,Agent_3,5,12.88,25.38,
7,Musketeers,2,Agent_4,6,11.88,24.38,
7,Musketeers,3,Agent_1,5,13.25,38.62,
7,Musketeers,3,Agent_2,5,13.25,38.62,
7,Musketeers,3,Agent_3,5,13.25,38.62,
7,Musketeers,3,Agent_4,7,11.25,35.62,
7,Musketeers,4,Agent_1,5,13.62,52.25,
7,Musketeers,4,Agent_2,5,13.62,52.25,
7,Musketeers,4,Agent_3,5,13.62,52.25,
7,Musketeers,4,Agent_4,8,10.62,46.25,
7,Musketeers,5,Agent_1,5,14.00,66.25,
7,Musketeers,5,Agent_2,5,14.00,66.25,
7,Musketeers,5,Agent_3,5,14.00,66.25,
7,Musketeers,5,Agent_4,9,10.00,56.25,
7,Musketeers,final,All,,,,0.55
8,Musketeers,1,Agent_1,5,12.50,12.50,
8,Musketeers,1,Agent_2,5,12.50,12.50,
8,Musketeers,1,Agent_3,5,12.50,12.50,
8,Musketeers,1,Agent_4,5,12.50,12.50,
8,Musketeers,2,Agent_1,6,12.62,25.12,
8,Musketeers,2,Agent_2,5,13.62,26.12,
8,Musketeers,2,Agent_3,6,12.62,25.12,
8,Musketeers,2,Agent_4,6,12.62,25.12,
8,Musketeers,3,Agent_1,7,12.00,37.12,
8,Musketeers,3,Agent_2,6,13.00,39.12,
8,Musketeers,3,Agent_3,7,12.00,37.12,
8,Musketeers,3,Agent_4,4,15.00,40.12,
8,Musketeers,4,Agent_1,4,15.38,52.50,
8,Musketeers,4,Agent_2,7,12.38,51.50,
8,Musketeers,4,Agent_3,8,11.38,48.50,
8,Musketeers,4,Agent_4,6,13.38,53.50,
8,Musketeers,5,Agent_1,5,15.12,67.62,
8,Musketeers,5,Agent_2,8,12.12,63.62,
8,Musketeers,5,Agent_3,9,11.12,59.62,
8,Musketeers,5,Agent_4,5,15.12,68.62,
8,Musketeers,final,All,,,,0.59
9,Musketeers,1,Agent_1,5,11.75,11.75,
9,Musketeers,1,Agent_2,5,11.75,11.75,
9,Musketeers,1,Agent_3,3,13.75,13.75,
9,Musketeers,1,Agent_4,5,11.75,11.75,
9,Musketeers,2,Agent_1,5,12.50,24.25,
9,Musketeers,2,Agent_2,5,12.50,24.25,
9,Musketeers,2,Agent_3,4,13.50,27.25,
9,Musketeers,2,Agent_4,6,11.50,23.25,
9,Musketeers,3,Agent_1,5,12.50,36.75,
9,Musketeers,3,Agent_2,5,12.50,36.75,
9,Musketeers,3,Agent_3,5,12.50,39.75,
9,Musketeers,3,Agent_4,5,12.50,35.75,
9,Musketeers,4,Agent_1,5,12.88,49.62,
9,Musketeers,4,Agent_2,5,12.88,49.62,
9,Musketeers,4,Agent_3,6,11.88,51.62,
9,Musketeers,4,Agent_4,5,12.88,48.62,
9,Musketeers,5,Agent_1,5,13.25,62.88,
9,Musketeers,5,Agent_2,5,13.25,62.88,
9,Musketeers,5,Agent_3,7,11.25,62.88,
9,Musketeers,5,Agent_4,5,13.25,61.88,
9,Musketeers,final,All,,,,0.51
10,Musketeers,1,Agent_1,2,14.38,14.38,
10,Musketeers,1,Agent_2,5,11.38,11.38,
10,Musketeers,1,Agent_3,5,11.38,11.38,
10,Musketeers,1,Agent_4,5,11.38,11.38,
10,Musketeers,2,Agent_1,3,14.50,28.88,
10,Musketeers,2,Agent_2,6,11.50,22.88,
10,Musketeers,2,Agent_3,6,11.50,22.88,
10,Musketeers,2,Agent_4,5,12.50,23.88,
10,Musketeers,3,Agent_1,4,14.62,43.50,
10,Musketeers,3,Agent_2,7,11.62,34.50,
10,Musketeers,3,Agent_3,7,11.62,34.50,
10,Musketeers,3,Agent_4,5,13.62,37.50,
10,Musketeers,4,Agent_1,5,14.75,58.25,
10,Musketeers,4,Agent_2,8,11.75,46.25,
10,Musketeers,4,Agent_3,8,11.75,46.25,
10,Musketeers,4,Agent_4,5,14.75,52.25,
10,Musketeers,5,Agent_1,6,14.88,73.12,
10,Musketeers,5,Agent_2,9,11.88,58.12,
10,Musketeers,5,Agent_3,9,11.88,58.12,
10,Musketeers,5,Agent_4,5,15.88,68.12,
10,Musketeers,final,All,,,,0.57
11,Musketeers,1,Agent_1,5,12.50,12.50,
11,Musketeers,1,Agent_2,5,12.50,12.50,
11,Musketeers,1,Agent_3,5,12.50,12.50,
11,Musketeers,1,Agent_4,5,12.50,12.50,
11,Musketeers,2,Agent_1,5,13.25,25.75,
11,Musketeers,2,Agent_2,6,12.25,24.75,
11,Musketeers,2,Agent_3,5,13.25,25.75,
11,Musketeers,2,Agent_4,6,12.25,24.75,
11,Musketeers,3,Agent_1,5,14.00,39.75,
11,Musketeers,3,Agent_2,7,12.00,36.75,
11,Musketeers,3,Agent_3,5,14.00,39.75,
11,Musketeers,3,Agent_4,7,12.00,36.75,
11,Musketeers,4,Agent_1,5,14.75,54.50,
11,Musketeers,4,Agent_2,8,11.75,48.50,
11,Musketeers,4,Agent_3,5,14.75,54.50,
11,Musketeers,4,Agent_4,8,11.75,48.50,
11,Musketeers,5,Agent_1,5,15.50,70.00,
11,Musketeers,5,Agent_2,9,11.50,60.00,
11,Musketeers,5,Agent_3,5,15.50,70.00,
11,Musketeers,5,Agent_4,9,11.50,60.00,
11,Musketeers,final,All,,,,0.60
12,Musketeers,1,Agent_1,5,12.50,12.50,
12,Musketeers,1,Agent_2,5,12.50,12.50,
12,Musketeers,1,Agent_3,5,12.50,12.50,
12,Musketeers,1,Agent_4,5,12.50,12.50,
12,Musketeers,2,Agent_1,6,12.25,24.75,
12,Musketeers,2,Agent_2,5,13.25,25.75,
12,Musketeers,2,Agent_3,6,12.25,24.75,
12,Musketeers,2,Agent_4,5,13.25,25.75,
12,Musketeers,3,Agent_1,7,12.00,36.75,
12,Musketeers,3,Agent_2,5,14.00,39.75,
12,Musketeers,3,Agent_3,7,12.00,36.75,
12,Musketeers,3,Agent_4,5,14.00,39.75,
12,Musketeers,4,Agent_1,8,12.12,48.88,
12,Musketeers,4,Agent_2,6,14.12,53.88,
12,Musketeers,4,Agent_3,8,12.12,48.88,
12,Musketeers,4,Agent_4,5,15.12,54.88,
12,Musketeers,5,Agent_1,9,11.88,60.75,
12,Musketeers,5,Agent_2,6,14.88,68.75,
12,Musketeers,5,Agent_3,9,11.88,60.75,
12,Musketeers,5,Agent_4,5,15.88,70.75,
12,Musketeers,final,All,,,,0.61
13,Musketeers,1,Agent_1,5,12.50,12.50,
13,Musketeers,1,Agent_2,5,12.50,12.50,
13,Musketeers,1,Agent_3,5,12.50,12.50,
13,Musketeers,1,Agent_4,5,12.50,12.50,
13,Musketeers,2,Agent_1,5,13.25,25.75,
13,Musketeers,2,Agent_2,6,12.25,24.75,
13,Musketeers,2,Agent_3,6,12.25,24.75,
13,Musketeers,2,Agent_4,5,13.25,25.75,
13,Musketeers,3,Agent_1,5,14.00,39.75,
13,Musketeers,3,Agent_2,7,12.00,36.75,
13,Musketeers,3,Agent_3,7,12.00,36.75,
13,Musketeers,3,Agent_4,5,14.00,39.75,
13,Musketeers,4,Agent_1,5,14.75,54.50,
13,Musketeers,4,Agent_2,8,11.75,48.50,
13,Musketeers,4,Agent_3,8,11.75,48.50,
13,Musketeers,4,Agent_4,5,14.75,54.50,
13,Musketeers,5,Agent_1,5,15.50,70.00,
13,Musketeers,5,Agent_2,9,11.50,60.00,
13,Musketeers,5,Agent_3,9,11.50,60.00,
13,Musketeers,5,Agent_4,5,15.50,70.00,
13,Musketeers,final,All,,,,0.60
14,Musketeers,1,Agent_1,5,12.50,12.50,
14,Musketeers,1,Agent_2,5,12.50,12.50,
14,Musketeers,1,Agent_3,5,12.50,12.50,
14,Musketeers,1,Agent_4,5,12.50,12.50,
14,Musketeers,2,Agent_1,5,12.88,25.38,
14,Musketeers,2,Agent_2,5,12.88,25.38,
14,Musketeers,2,Agent_3,5,12.88,25.38,
14,Musketeers,2,Agent_4,6,11.88,24.38,
14,Musketeers,3,Agent_1,5,13.62,39.00,
14,Musketeers,3,Agent_2,5,13.62,39.00,
14,Musketeers,3,Agent_3,6,12.62,38.00,
14,Musketeers,3,Agent_4,7,11.62,36.00,
14,Musketeers,4,Agent_1,5,14.00,53.00,
14,Musketeers,4,Agent_2,5,14.00,53.00,
14,Musketeers,4,Agent_3,6,13.00,51.00,
14,Musketeers,4,Agent_4,8,11.00,47.00,
14,Musketeers,5,Agent_1,5,14.75,67.75,
14,Musketeers,5,Agent_2,5,14.75,67.75,
14,Musketeers,5,Agent_3,7,12.75,63.75,
14,Musketeers,5,Agent_4,9,10.75,57.75,
14,Musketeers,final,All,,,,0.57
15,Musketeers,1,Agent_1,5,12.50,12.50,
15,Musketeers,1,Agent_2,5,12.50,12.50,
15,Musketeers,1,Agent_3,5,12.50,12.50,
15,Musketeers,1,Agent_4,5,12.50,12.50,
15,Musketeers,2,Agent_1,5,13.25,25.75,
15,Musketeers,2,Agent_2,6,12.25,24.75,
15,Musketeers,2,Agent_3,5,13.25,25.75,
15,Musketeers,2,Agent_4,6,12.25,24.75,
15,Musketeers,3,Agent_1,5,12.88,38.62,
15,Musketeers,3,Agent_2,4,13.88,38.62,
15,Musketeers,3,Agent_3,5,12.88,38.62,
15,Musketeers,3,Agent_4,7,10.88,35.62,
15,Musketeers,4,Agent_1,5,13.62,52.25,
15,Musketeers,4,Agent_2,5,13.62,52.25,
15,Musketeers,4,Agent_3,5,13.62,52.25,
15,Musketeers,4,Agent_4,8,10.62,46.25,
15,Musketeers,5,Agent_1,5,14.38,66.62,
15,Musketeers,5,Agent_2,6,13.38,65.62,
15,Musketeers,5,Agent_3,5,14.38,66.62,
15,Musketeers,5,Agent_4,9,10.38,56.62,
15,Musketeers,final,All,,,,0.56
16,Musketeers,1,Agent_1,5,11.75,11.75,
16,Musketeers,1,Agent_2,5,11.75,11.75,
16,Musketeers,1,Agent_3,5,11.75,11.75,
16,Musketeers,1,Agent_4,3,13.75,13.75,
16,Musketeers,2,Agent_1,6,11.50,23.25,
16,Musketeers,2,Agent_2,5,12.50,24.25,
16,Musketeers,2,Agent_3,5,12.50,24.25,
16,Musketeers,2,Agent_4,4,13.50,27.25,
16,Musketeers,3,Agent_1,7,11.25,34.50,
16,Musketeers,3,Agent_2,5,13.25,37.50,
16,Musketeers,3,Agent_3,5,13.25,37.50,
16,Musketeers,3,Agent_4,5,13.25,40.50,
16,Musketeers,4,Agent_1,8,11.00,45.50,
16,Musketeers,4,Agent_2,5,14.00,51.50,
16,Musketeers,4,Agent_3,5,14.00,51.50,
16,Musketeers,4,Agent_4,6,13.00,53.50,
16,Musketeers,5,Agent_1,9,10.75,56.25,
16,Musketeers,5,Agent_2,5,14.75,66.25,
16,Musketeers,5,Agent_3,5,14.75,66.25,
16,Musketeers,5,Agent_4,7,12.75,66.25,
16,Musketeers,final,All,,,,0.55
17,Musketeers,1,Agent_1,5,11.38,11.38,
17,Musketeers,1,Agent_2,2,14.38,14.38,
17,Musketeers,1,Agent_3,5,11.38,11.38,
17,Musketeers,1,Agent_4,5,11.38,11.38,
17,Musketeers,2,Agent_1,5,12.12,23.50,
17,Musketeers,2,Agent_2,3,14.12,28.50,
17,Musketeers,2,Agent_3,5,12.12,23.50,
17,Musketeers,2,Agent_4,6,11.12,22.50,
17,Musketeers,3,Agent_1,5,12.88,36.38,
17,Musketeers,3,Agent_2,4,13.88,42.38,
17,Musketeers,3,Agent_3,5,12.88,36.38,
17,Musketeers,3,Agent_4,7,10.88,33.38,
17,Musketeers,4,Agent_1,5,12.12,48.50,
17,Musketeers,4,Agent_2,5,12.12,54.50,
17,Musketeers,4,Agent_3,5,12.12,48.50,
17,Musketeers,4,Agent_4,4,13.12,46.50,
17,Musketeers,5,Agent_1,5,12.88,61.38,
17,Musketeers,5,Agent_2,6,11.88,66.38,
17,Musketeers,5,Agent_3,5,12.88,61.38,
17,Musketeers,5,Agent_4,5,12.88,59.38,
17,Musketeers,final,All,,,,0.48
18,Musketeers,1,Agent_1,5,12.50,12.50,
18,Musketeers,1,Agent_2,5,12.50,12.50,
18,Musketeers,1,Agent_3,5,12.50,12.50,
18,Musketeers,1,Agent_4,5,12.50,12.50,
18,Musketeers,2,Agent_1,5,12.88,25.38,
18,Musketeers,2,Agent_2,5,12.88,25.38,
18,Musketeers,2,Agent_3,5,12.88,25.38,
18,Musketeers,2,Agent_4,6,11.88,24.38,
18,Musketeers,3,Agent_1,5,13.25,38.62,
18,Musketeers,3,Agent_2,5,13.25,38.62,
18,Musketeers,3,Agent_3,5,13.25,38.62,
18,Musketeers,3,Agent_4,7,11.25,35.62,
18,Musketeers,4,Agent_1,5,13.62,52.25,
18,Musketeers,4,Agent_2,5,13.62,52.25,
18,Musketeers,4,Agent_3,5,13.62,52.25,
18,Musketeers,4,Agent_4,8,10.62,46.25,
18,Musketeers,5,Agent_1,5,14.00,66.25,
18,Musketeers,5,Agent_2,5,14.00,66.25,
18,Musketeers,5,Agent_3,5,14.00,66.25,
18,Musketeers,5,Agent_4,9,10.00,56.25,
18,Musketeers,final,All,,,,0.55
19,Musketeers,1,Agent_1,5,12.50,12.50,
19,Musketeers,1,Agent_2,5,12.50,12.50,
19,Musketeers,1,Agent_3,5,12.50,12.50,
19,Musketeers,1,Agent_4,5,12.50,12.50,
19,Musketeers,2,Agent_1,5,12.50,25.00,
19,Musketeers,2,Agent_2,5,12.50,25.00,
19,Musketeers,2,Agent_3,5,12.50,25.00,
19,Musketeers,2,Agent_4,5,12.50,25.00,
19,Musketeers,3,Agent_1,5,12.50,37.50,
19,Musketeers,3,Agent_2,5,12.50,37.50,
19,Musketeers,3,Agent_3,5,12.50,37.50,
19,Musketeers,3,Agent_4,5,12.50,37.50,
19,Musketeers,4,Agent_1,5,12.50,50.00,
19,Musketeers,4,Agent_2,5,12.50,50.00,
19,Musketeers,4,Agent_3,5,12.50,50.00,
19,Musketeers,4,Agent_4,5,12.50,50.00,
19,Musketeers,5,Agent_1,5,12.50,62.50,
19,Musketeers,5,Agent_2,5,12.50,62.50,
19,Musketeers,5,Agent_3,5,12.50,62.50,
19,Musketeers,5,Agent_4,5,12.50,62.50,
19,Musketeers,final,All,,,,0.50
20,Musketeers,1,Agent_1,5,12.50,12.50,
20,Musketeers,1,Agent_2,5,12.50,12.50,
20,Musketeers,1,Agent_3,5,12.50,12.50,
20,Musketeers,1,Agent_4,5,12.50,12.50,
20,Musketeers,2,Agent_1,5,12.50,25.00,
20,Musketeers,2,Agent_2,5,12.50,25.00,
20,Musketeers,2,Agent_3,5,12.50,25.00,
20,Musketeers,2,Agent_4,5,12.50,25.00,
20,Musketeers,3,Agent_1,5,12.50,37.50,
20,Musketeers,3,Agent_2,5,12.50,37.50,
20,Musketeers,3,Agent_3,5,12.50,37.50,
20,Musketeers,3,Agent_4,5,12.50,37.50,
20,Musketeers,4,Agent_1,5,12.50,50.00,
20,Musketeers,4,Agent_2,5,12.50,50.00,
20,Musketeers,4,Agent_3,5,12.50,50.00,
20,Musketeers,4,Agent_4,5,12.50,50.00,
20,Musketeers,5,Agent_1,5,12.50,62.50,
20,Musketeers,5,Agent_2,5,12.50,62.50,
20,Musketeers,5,Agent_3,5,12.50,62.50,
20,Musketeers,5,Agent_4,5,12.50,62.50,
20,Musketeers,final,All,,,,0.50
21,Musketeers,1,Agent_1,5,12.50,12.50,
21,Musketeers,1,Agent_2,5,12.50,12.50,
21,Musketeers,1,Agent_3,5,12.50,12.50,
21,Musketeers,1,Agent_4,5,12.50,12.50,
21,Musketeers,2,Agent_1,5,12.50,25.00,
21,Musketeers,2,Agent_2,5,12.50,25.00,
21,Musketeers,2,Agent_3,5,12.50,25.00,
21,Musketeers,2,Agent_4,5,12.50,25.00,
21,Musketeers,3,Agent_1,5,12.50,37.50,
21,Musketeers,3,Agent_2,5,12.50,37.50,
21,Musketeers,3,Agent_3,5,12.50,37.50,
21,Musketeers,3,Agent_4,5,12.50,37.50,
21,Musketeers,4,Agent_1,5,12.50,50.00,
21,Musketeers,4,Agent_2,5,12.50,50.00,
21,Musketeers,4,Agent_3,5,12.50,50.00,
21,Musketeers,4,Agent_4,5,12.50,50.00,
21,Musketeers,5,Agent_1,5,12.50,62.50,
21,Musketeers,5,Agent_2,5,12.50,62.50,
21,Musketeers,5,Agent_3,5,12.50,62.50,
21,Musketeers,5,Agent_4,5,12.50,62.50,
21,Musketeers,final,All,,,,0.50
22,Musketeers,1,Agent_1,5,12.50,12.50,
22,Musketeers,1,Agent_2,5,12.50,12.50,
22,Musketeers,1,Agent_3,5,12.50,12.50,
22,Musketeers,1,Agent_4,5,12.50,12.50,
22,Musketeers,2,Agent_1,5,12.50,25.00,
22,Musketeers,2,Agent_2,6,11.50,24.00,
22,Musketeers,2,Agent_3,3,14.50,27.00,
22,Musketeers,2,Agent_4,6,11.50,24.00,
22,Musketeers,3,Agent_1,5,13.62,38.62,
22,Musketeers,3,Agent_2,7,11.62,35.62,
22,Musketeers,3,Agent_3,4,14.62,41.62,
22,Musketeers,3,Agent_4,7,11.62,35.62,
22,Musketeers,4,Agent_1,5,13.62,52.25,
22,Musketeers,4,Agent_2,8,10.62,46.25,
22,Musketeers,4,Agent_3,2,16.62,58.25,
22,Musketeers,4,Agent_4,8,10.62,46.25,
22,Musketeers,5,Agent_1,5,15.88,68.12,
22,Musketeers,5,Agent_2,9,11.88,58.12,
22,Musketeers,5,Agent_3,6,14.88,73.12,
22,Musketeers,5,Agent_4,9,11.88,58.12,
22,Musketeers,final,All,,,,0.57
23,Musketeers,1,Agent_1,5,12.50,12.50,
23,Musketeers,1,Agent_2,5,12.50,12.50,
23,Musketeers,1,Agent_3,5,12.50,12.50,
23,Musketeers,1,Agent_4,5,12.50,12.50,
23,Musketeers,2,Agent_1,5,12.88,25.38,
23,Musketeers,2,Agent_2,5,12.88,25.38,
23,Musketeers,2,Agent_3,6,11.88,24.38,
23,Musketeers,2,Agent_4,5,12.88,25.38,
23,Musketeers,3,Agent_1,5,13.25,38.62,
23,Musketeers,3,Agent_2,5,13.25,38.62,
23,Musketeers,3,Agent_3,7,11.25,35.62,
23,Musketeers,3,Agent_4,5,13.25,38.62,
23,Musketeers,4,Agent_1,5,13.62,52.25,
23,Musketeers,4,Agent_2,5,13.62,52.25,
23,Musketeers,4,Agent_3,8,10.62,46.25,
23,Musketeers,4,Agent_4,5,13.62,52.25,
23,Musketeers,5,Agent_1,5,14.00,66.25,
23,Musketeers,5,Agent_2,5,14.00,66.25,
23,Musketeers,5,Agent_3,9,10.00,56.25,
23,Musketeers,5,Agent_4,5,14.00,66.25,
23,Musketeers,final,All,,,,0.55
24,Musketeers,1,Agent_1,5,12.50,12.50,
24,Musketeers,1,Agent_2,5,12.50,12.50,
24,Musketeers,1,Agent_3,5,12.50,12.50,
24,Musketeers,1,Agent_4,5,12.50,12.50,
24,Musketeers,2,Agent_1,6,12.25,24.75,
24,Musketeers,2,Agent_2,5,13.25,25.75,
24,Musketeers,2,Agent_3,6,12.25,24.75,
24,Musketeers,2,Agent_4,5,13.25,25.75,
24,Musketeers,3,Agent_1,7,12.38,37.12,
24,Musketeers,3,Agent_2,5,14.38,40.12,
24,Musketeers,3,Agent_3,7,12.38,37.12,
24,Musketeers,3,Agent_4,6,13.38,39.12,
24,Musketeers,4,Agent_1,8,12.12,49.25,
24,Musketeers,4,Agent_2,5,15.12,55.25,
24,Musketeers,4,Agent_3,8,12.12,49.25,
24,Musketeers,4,Agent_4,6,14.12,53.25,
24,Musketeers,5,Agent_1,9,12.25,61.50,
24,Musketeers,5,Agent_2,5,16.25,71.50,
24,Musketeers,5,Agent_3,9,12.25,61.50,
24,Musketeers,5,Agent_4,7,14.25,67.50,
24,Musketeers,final,All,,,,0.62
25,Musketeers,1,Agent_1,5,12.50,12.50,
25,Musketeers,1,Agent_2,5,12.50,12.50,
25,Musketeers,1,Agent_3,5,12.50,12.50,
25,Musketeers,1,Agent_4,5,12.50,12.50,
25,Musketeers,2,Agent_1,5,12.88,25.38,
25,Musketeers,2,Agent_2,6,11.88,24.38,
25,Musketeers,2,Agent_3,5,12.88,25.38,
25,Musketeers,2,Agent_4,5,12.88,25.38,
25,Musketeers,3,Agent_1,5,13.25,38.62,
25,Musketeers,3,Agent_2,7,11.25,35.62,
25,Musketeers,3,Agent_3,5,13.25,38.62,
25,Musketeers,3,Agent_4,5,13.25,38.62,
25,Musketeers,4,Agent_1,5,12.12,50.75,
25,Musketeers,4,Agent_2,4,13.12,48.75,
25,Musketeers,4,Agent_3,5,12.12,50.75,
25,Musketeers,4,Agent_4,5,12.12,50.75,
25,Musketeers,5,Agent_1,5,12.50,63.25,
25,Musketeers,5,Agent_2,5,12.50,61.25,
